"Your_Fund","Fund_Investment","Your_Fund_Percent","Company","Initial_Investment_Year","Initial_Inv_Qtr_End_Date","Stage_of_First_Investment","Current_Stage","Industry","Geography","As_Of_Date","YF_Currency","Unrealized_Cost_YF_Cur","Realized_Cost_YF_Cur","Total_Cost_YF_Cur","Recent_Value_YF_Cur","Cum_Proceeds_YF_Cur","Total_Value_YF_Cur","FI_Currency","Unrealized_Cost_FI_Cur","Realized_Cost_FI_Cur","Total_Cost_FI_Cur","Recent_Value_FI_Cur","Cum_Proceeds_FI_Cur","Total_Value_FI_Cur","Total_Count","Private_Count","Public_Count","Realized_Count","Write_Off_Count"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 413","2013","30/09/2013","ES","ES","153 Information Providers","312 China","31/03/2015","USD",1938888,0,1938888,1938888,0,1938888,"USD",1938888,0,1938888,1938888,0,1938888,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 414","2013","30/09/2013","ES","ES","155 Other Online Services","312 China","31/03/2015","USD",10663884,0,10663884,5331942,0,5331942,"USD",10663884,0,10663884,5331942,0,5331942,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 256","2012","31/03/2012","ES","LS","155 Other Online Services","312 China","31/03/2015","USD",21133889,0,21133889,87574667,0,87574667,"USD",21133889,0,21133889,87574667,0,87574667,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 328","2011","31/12/2011","ES","LS","315 Speciality Retailers","312 China","31/03/2015","USD",0,2181250,2181250,0,2208516,2208516,"USD",0,2181250,2181250,0,2208516,2208516,"1","0","0","1","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 257","2014","31/03/2014","ES","ES","15 Information Services (IS)","312 China","31/03/2015","USD",30426002,0,30426002,137516177,0,137516177,"USD",30426002,0,30426002,137516177,0,137516177,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 415","2012","30/09/2012","DC","DC","21 Healthcare Services (HS)","312 China","31/03/2015","USD",13175666,0,13175666,14309916,0,14309916,"USD",13175666,0,13175666,14309916,0,14309916,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 416","2013","30/09/2013","FU","FU","46 Other","312 China","31/03/2015","USD",26272,0,26272,26272,0,26272,"USD",26272,0,26272,26272,0,26272,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 417","2013","31/12/2013","ES","ES","15 Information Services (IS)","312 China","31/03/2015","USD",3441906,0,3441906,3441906,0,3441906,"USD",3441906,0,3441906,3441906,0,3441906,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 418","2012","30/06/2012","ES","ES","46 Other","111 U.S. California","31/03/2015","USD",2908332,0,2908332,2081970,0,2081970,"USD",2908332,0,2908332,2081970,0,2081970,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 419","2012","31/12/2012","ES","ES","11 Communications / Networking (CN)","312 China","31/03/2015","USD",8398703,0,8398703,16247840,0,16247840,"USD",8398703,0,8398703,16247840,0,16247840,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 420","2013","30/06/2013","ES","ES","23 Biopharmaceuticals (BPH)","312 China","31/03/2015","USD",9966677,376754,10343431,9966677,376754,10343431,"USD",9966677,376754,10343431,9966677,376754,10343431,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 421","2013","30/09/2013","ES","ES","24 Medical Devices and Equipment (MDE)","312 China","31/03/2015","USD",11314367,0,11314367,11681511,0,11681511,"USD",11314367,0,11314367,11681511,0,11681511,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 422","2014","30/06/2014","ES","ES","24 Medical Devices and Equipment (MDE)","312 China","31/03/2015","USD",24790981,0,24790981,24790981,0,24790981,"USD",24790981,0,24790981,24790981,0,24790981,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 423","2012","31/03/2012","LS","LS","21 Healthcare Services (HS)","312 China","31/03/2015","USD",4837140,0,4837140,15928459,0,15928459,"USD",4837140,0,4837140,15928459,0,15928459,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 424","2013","30/09/2013","ES","ES","23 Biopharmaceuticals (BPH)","312 China","31/03/2015","USD",4855801,0,4855801,4855801,0,4855801,"USD",4855801,0,4855801,4855801,0,4855801,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 425","2012","31/12/2012","ES","LS","24 Medical Devices and Equipment (MDE)","312 China","31/03/2015","USD",4020103,0,4020103,4020103,0,4020103,"USD",4020103,0,4020103,4020103,0,4020103,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 426","2011","30/09/2011","ES","ES","322 Educational and Training Products","312 China","31/03/2015","USD",6786108,0,6786108,7917865,0,7917865,"USD",6786108,0,6786108,7917865,0,7917865,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 427","2014","31/03/2014","ES","ES","14 Software (SW)","312 China","31/03/2015","USD",2908332,0,2908332,1454166,0,1454166,"USD",2908332,0,2908332,1454166,0,1454166,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 335","2013","31/03/2013","ES","ES","335 Hospitality, Sports + Entertainment Facilities","312 China","31/03/2015","USD",4182124,0,4182124,5694378,0,5694378,"USD",4182124,0,4182124,5694378,0,5694378,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 428","2012","30/06/2012","LS","LS","155 Other Online Services","312 China","31/03/2015","USD",17449999,0,17449999,56024079,0,56024079,"USD",17449999,0,17449999,56024079,0,56024079,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 429","2013","31/12/2013","ES","ES","23 Biopharmaceuticals (BPH)","312 China","31/03/2015","USD",5338245,0,5338245,5338245,0,5338245,"USD",5338245,0,5338245,5338245,0,5338245,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 430","2013","30/06/2013","LS","LS","24 Medical Devices and Equipment (MDE)","312 China","31/03/2015","USD",24253088,469927,24723015,24253088,469927,24723015,"USD",24253088,469927,24723015,24253088,469927,24723015,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 431","2012","30/09/2012","ES","ES","24 Medical Devices and Equipment (MDE)","312 China","31/03/2015","USD",9709578,0,9709578,11732981,0,11732981,"USD",9709578,0,9709578,11732981,0,11732981,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 275","2014","31/03/2014","ES","ES","14 Software (SW)","312 China","31/03/2015","USD",10114458,0,10114458,11716568,0,11716568,"USD",10114458,0,10114458,11716568,0,11716568,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 432","2011","31/12/2011","SS","SS","11 Communications / Networking (CN)","312 China","31/03/2015","USD",7782924,5304570,13087494,3690131,2126533,5816664,"USD",7782924,5304570,13087494,3690131,2126533,5816664,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 16",1.72,"Company 433","2011","30/09/2011","ES","ES","15 Information Services (IS)","312 China","31/03/2015","USD",8414161,0,8414161,19460835,0,19460835,"USD",8414161,0,8414161,19460835,0,19460835,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 434","2011","30/06/2011","DC","DC","314 Food Retailing","316 Hong Kong","31/03/2015","USD",7299398,0,7299398,956160,0,956160,"USD",7299398,0,7299398,956160,0,956160,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 435","2010","30/06/2010","DC","DC","328 Industrial Products","312 China","31/03/2015","USD",2690300,0,2690300,3098429,0,3098429,"USD",2690300,0,2690300,3098429,0,3098429,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 436","2008","30/06/2008","BO","BO","432 Wind","312 China","31/03/2015","USD",23831300,0,23831300,6958586,0,6958586,"USD",23831300,0,23831300,6958586,0,6958586,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 437","2010","30/06/2010","DC","DC","433 Solar","312 China","31/03/2015","USD",3174187,0,3174187,4606145,0,4606145,"USD",3174187,0,3174187,4606145,0,4606145,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 438","2008","30/06/2008","DC","PU","432 Wind","312 China","31/03/2015","USD",15474395,0,15474395,8440509,0,8440509,"USD",15474395,0,15474395,8440509,0,8440509,"1","0","1","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 439","2011","30/09/2011","BO","BO","315 Speciality Retailers","312 China","31/03/2015","USD",9991940,0,9991940,11111068,0,11111068,"USD",9991940,0,9991940,11111068,0,11111068,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 440","2009","30/06/2009","ES","ES","41 Specialty Materials and Chemicals","312 China","31/03/2015","USD",3253600,0,3253600,2654251,0,2654251,"USD",3253600,0,3253600,2654251,0,2654251,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 441","2010","30/09/2010","DC","DC","43 Energy","312 China","31/03/2015","USD",6193000,0,6193000,6510236,0,6510236,"USD",6193000,0,6193000,6510236,0,6510236,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 442","2010","30/06/2010","DC","DC","323 Food Products","312 China","31/03/2015","USD",5009872,0,5009872,3616774,0,3616774,"USD",5009872,0,5009872,3616774,0,3616774,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 443","2011","31/12/2011","ES","ES","433 Solar","312 China","31/03/2015","USD",4717809,0,4717809,6812964,0,6812964,"USD",4717809,0,4717809,6812964,0,6812964,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 444","2011","31/03/2011","DC","DC","23 Biopharmaceuticals (BPH)","312 China","31/03/2015","USD",12198841,0,12198841,16353042,0,16353042,"USD",12198841,0,12198841,16353042,0,16353042,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 445","2008","30/06/2008","DC","DC","324 Vehicle and Components Manufacturers","312 China","31/03/2015","USD",0,6288101,6288101,0,20589548,20589548,"USD",0,6288101,6288101,0,20589548,20589548,"1","0","0","1","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 446","2008","31/12/2008","DC","DC","44 Environmental","312 China","31/03/2015","USD",1784046,558979,2343025,11630890,2884361,14515251,"USD",1784046,558979,2343025,11630890,2884361,14515251,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 447","2008","30/06/2008","DC","DC","334 Financial Institutions and Services","312 China","31/03/2015","USD",13150000,0,13150000,31114429,0,31114429,"USD",13150000,0,13150000,31114429,0,31114429,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 448","2011","30/09/2011","BO","BO","12 Electronics / Computer Hardware (EC)","312 China","31/03/2015","USD",4536810,0,4536810,4859655,0,4859655,"USD",4536810,0,4536810,4859655,0,4859655,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 449","2011","30/06/2011","DC","DC","12 Electronics / Computer Hardware (EC)","312 China","31/03/2015","USD",7150480,4618751,11769231,18060548,4618751,22679299,"USD",7150480,4618751,11769231,18060548,4618751,22679299,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 450","2010","31/12/2010","ES","ES","433 Solar","312 China","31/03/2015","USD",8778334,0,8778334,8979960,0,8979960,"USD",8778334,0,8778334,8979960,0,8979960,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 451","2012","31/12/2012","ES","ES","324 Vehicle and Components Manufacturers","312 China","31/03/2015","USD",9240425,0,9240425,10415680,0,10415680,"USD",9240425,0,9240425,10415680,0,10415680,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 452","2012","31/03/2012","DC","DC","328 Industrial Products","312 China","31/03/2015","USD",5394198,0,5394198,5775385,0,5775385,"USD",5394198,0,5394198,5775385,0,5775385,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 453","2008","30/09/2008","ES","ES","41 Specialty Materials and Chemicals","312 China","31/03/2015","USD",5e+06,0,5e+06,2764981,0,2764981,"USD",5e+06,0,5e+06,2764981,0,2764981,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 17",1.9,"Company 454","2013","30/06/2013","DC","DC","323 Food Products","312 China","31/03/2015","USD",3471438,0,3471438,1498071,0,1498071,"USD",3471438,0,3471438,1498071,0,1498071,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 18",3.94,"Company 455","2012","31/03/2012","BO","BO","14 Software (SW)","311 Japan","31/03/2015","USD",12098091,0,12098091,11266294.94,0,11266294.94,"JPY",1002508307,0,1002508307,1353386214,0,1353386214,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 18",3.94,"Company 456","2012","30/09/2012","BO","BO","41 Specialty Materials and Chemicals","311 Japan","31/03/2015","USD",9421374.91,0,9421374.91,15407460.46,0,15407460.46,"JPY",711866156,0,711866156,1850852006,0,1850852006,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 18",3.94,"Company 457","2012","30/09/2012","BO","BO","12 Electronics / Computer Hardware (EC)","317 Other - Asia Pacific","31/03/2015","USD",10501048.76,0,10501048.76,1354770.9,0,1354770.9,"JPY",813722818,0,813722818,162744564,0,162744564,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 18",3.94,"Company 458","2012","30/06/2012","BO","BO","24 Medical Devices and Equipment (MDE)","311 Japan","31/03/2015","USD",6854772.03,303775.32,7158547.34,8905011.57,604591.54,9509603.11,"JPY",534829776,36386511,571216287,1069732326,72418579,1142150905,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 19",6.28,"Company 455","2012","31/03/2012","BO","BO","14 Software (SW)","311 Japan","31/03/2015","USD",35170799.75,0,35170799.75,32752655.21,0,32752655.21,"JPY",2914428310,0,2914428310,3934478219,0,3934478219,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 19",6.28,"Company 456","2012","30/09/2012","BO","BO","41 Specialty Materials and Chemicals","311 Japan","31/03/2015","USD",21589281.26,0,21589281.26,35306466.44,0,35306466.44,"JPY",1631253808,0,1631253808,4241259901,0,4241259901,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 19",6.28,"Company 459","2011","31/03/2011","BO","BO","315 Speciality Retailers","311 Japan","31/03/2015","USD",4334810.4,9749321.43,14084131.83,0,29695767.31,29695767.31,"JPY",0,1171156737,1171156737,0,3560462122,3560462122,"1","0","0","1","0"
"Adveq Fund of Funds II","Underlying 19",6.28,"Company 460","2010","30/06/2010","PU","BO","334 Financial Institutions and Services","311 Japan","31/03/2015","USD",3097779.36,15821480.22,18919259.58,0,15778404.02,15778404.02,"JPY",0,1603143121,1603143121,0,1598778339,1598778339,"1","0","0","1","0"
"Adveq Fund of Funds II","Underlying 19",6.28,"Company 461","2011","31/12/2011","BO","BO","311 Apparel and Accessory Retailers","317 Other - Asia Pacific","31/03/2015","USD",18100849.03,0,18100849.03,13327721.43,0,13327721.43,"JPY",1392190604,0,1392190604,1601019195,0,1601019195,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 19",6.28,"Company 457","2012","30/09/2012","BO","BO","12 Electronics / Computer Hardware (EC)","317 Other - Asia Pacific","31/03/2015","USD",28474363.86,0,28474363.86,3673560.64,0,3673560.64,"JPY",2206469100,0,2206469100,441293820,0,441293820,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 19",6.28,"Company 458","2012","30/06/2012","BO","BO","24 Medical Devices and Equipment (MDE)","311 Japan","31/03/2015","USD",25237046.94,1118402.27,26355449.22,32785363.74,2225910.14,35011273.88,"JPY",1969069735,133963342,2103033077,3938407396,266621742,4205029138,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 462","2014","30/09/2014","ES","ES","15 Information Services (IS)","312 China","31/03/2015","USD",480000,0,480000,480000,0,480000,"USD",480000,0,480000,480000,0,480000,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 463","2013","31/12/2013","PU","PU","155 Other Online Services","312 China","31/03/2015","USD",0,1.6e+07,1.6e+07,0,30577244,30577244,"USD",0,1.6e+07,1.6e+07,0,30577244,30577244,"1","0","0","1","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 464","2012","31/12/2012","DC","DC","14 Software (SW)","312 China","31/03/2015","USD",0,17800000,17800000,0,107431663,107431663,"USD",0,17800000,17800000,0,107431663,107431663,"1","0","0","1","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 465","2012","31/12/2012","DC","DC","42 Agriculture","312 China","31/03/2015","USD",17902835,0,17902835,35647264,1340803,36988067,"USD",17902835,0,17902835,35647264,1340803,36988067,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 466","2012","31/12/2012","DC","DC","326 Media and Publications","312 China","31/03/2015","USD",0,2.5e+07,2.5e+07,0,10691860,10691860,"USD",0,2.5e+07,2.5e+07,0,10691860,10691860,"1","0","0","1","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 467","2013","30/06/2013","DC","DC","331 Business Services","312 China","31/03/2015","USD",27060000,0,27060000,27060000,0,27060000,"USD",27060000,0,27060000,27060000,0,27060000,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 468","2012","31/12/2012","DC","DC","325 Producers of Clothing and Accessories","312 China","31/03/2015","USD",14804823,0,14804823,14804823,0,14804823,"USD",14804823,0,14804823,14804823,0,14804823,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 469","2012","31/12/2012","DC","DC","332 Consumer Services","312 China","31/03/2015","USD",1e+07,0,1e+07,1e+07,0,1e+07,"USD",1e+07,0,1e+07,1e+07,0,1e+07,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 470","2013","30/06/2013","DC","DC","311 Apparel and Accessory Retailers","312 China","31/03/2015","USD",29500000,0,29500000,29500000,1677778,31177778,"USD",29500000,0,29500000,29500000,1677778,31177778,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 328","2014","31/12/2014",NA,"LS","315 Speciality Retailers","312 China","31/03/2015","USD",3e+07,0,3e+07,3e+07,0,3e+07,"USD",3e+07,0,3e+07,3e+07,0,3e+07,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 471","2014","30/06/2014","DC","DC","153 Information Providers","312 China","31/03/2015","USD",1e+07,0,1e+07,1e+07,0,1e+07,"USD",1e+07,0,1e+07,1e+07,0,1e+07,"1","1","0","0","0"
"Adveq Fund of Funds II","Underlying 20",4,"Company 472","2012","31/12/2012","DC","DC","155 Other Online Services","312 China","31/03/2015","USD",0,3996000,3996000,0,5671891,5671891,"USD",0,3996000,3996000,0,5671891,5671891,"1","0","0","1","0"
